QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYA,CLOTHYA_,CLOTHMOA,CLOT_MOA,CLOTHXA,CLOTHXA_
20153,3108452,4,1,1,200,D,5,D,21,E
20153,3108834,8,0,2,200,D,4,D,85,D
20153,3109022,4,2,1,200,D,5,D,53,E
20153,3109022,5,1,1,200,D,4,D,355,E
20153,3109204,3,1,1,200,D,5,D,22,E
20153,3109512,1,2,2,200,D,4,D,51,E
20153,3109804,11,101,1,200,D,6,D,10,E
20153,3109804,11,201,1,200,D,6,D,23,E
20153,3109804,11,401,1,200,D,6,D,8,E
20153,3110012,3,1,1,200,D,6,D,36,E
20153,3110144,1,0,1,200,D,5,D,15,D
20153,3110184,2,0,2,200,D,4,D,10,D
20153,3110253,2,4,1,200,D,6,D,5,E
20153,3110362,3,0,1,200,D,6,D,105,D
20153,3110522,5,0,1,200,D,5,D,20,D
20153,3142312,4,0,1,200,D,7,D,100,D
20153,3142322,8,0,1,200,D,7,D,10,D
20153,3142732,2,2,1,200,D,5,D,12,G
20153,3143012,3,0,1,200,D,5,D,60,D
20153,3143282,4,202,1,200,D,5,D,31,E
20153,3143282,4,302,1,200,D,5,D,7,E
20153,3143282,5,202,1,200,D,6,D,31,E
20153,3143282,5,302,1,200,D,6,D,7,E
20153,3143282,6,202,1,200,D,7,D,31,E
20153,3143282,6,302,1,200,D,7,D,7,E
20153,3143532,2,4,1,200,D,5,D,29,G
20153,3143532,10,208,2,200,D,5,D,59,G
20153,3143572,9,0,1,200,D,7,D,11,D
20153,3143852,2,0,1,200,D,7,D,37,D
20153,3144142,10,0,2,200,D,5,D,16,D
20153,3144232,1,2,1,200,D,7,D,10,E
20153,3144452,1,1,1,200,D,7,D,218,E
20153,3144522,1,0,1,200,D,7,D,25,D
20153,3144792,3,0,1,200,D,7,D,12,D
20153,3144935,6,0,1,200,D,6,D,7,D
20153,3144972,3,0,1,200,D,7,D,15,D
20153,3145562,1,2,1,200,D,6,D,10,E
20153,3145732,6,0,1,200,D,7,D,.,H
20153,3145732,6,200,1,200,D,7,D,106,F
20153,3145732,6,400,1,200,D,7,D,21,F
20153,3145952,3,0,1,200,D,6,D,214,D
20153,3146022,4,0,1,200,D,7,D,37,D
20153,3146072,3,0,1,200,D,7,D,22,D
20153,3146072,4,1,1,200,D,7,D,3,E
20153,3146122,1,3,1,200,D,6,D,27,E
20153,3146172,9,0,2,200,D,5,D,6,D
20153,3146212,13,0,1,200,D,7,D,30,D
20153,3146222,3,1,1,200,D,7,D,200,E
20153,3146362,1,1,1,200,D,5,D,25,E
20153,3146362,2,0,1,200,D,5,D,13,D
20153,3146432,3,0,1,200,D,5,D,50,D
20153,3146522,4,0,1,200,D,7,D,86,D
20153,3146562,1,0,1,200,D,7,D,75,D
20153,3146572,1,2,1,200,D,7,D,46,E
20153,3146692,5,0,1,200,D,5,D,27,D
20153,3146692,6,0,1,200,D,6,D,27,D
20153,3146692,7,0,1,200,D,6,D,27,D
20153,3146692,8,0,1,200,D,7,D,27,D
20153,3146752,12,7,1,200,D,6,D,144,E
20153,3146972,1,0,1,200,D,7,D,65,D
20153,3147072,5,0,1,200,D,7,D,27,D
20153,3147232,2,102,1,200,D,7,D,4,E
20153,3147232,2,202,1,200,D,7,D,37,E
20153,3147272,8,0,1,200,D,6,D,29,D
20153,3147352,2,0,1,200,D,7,D,9,D
20153,3147362,2,4,2,200,D,5,D,46,E
20153,3147582,1,0,1,200,D,7,D,27,D
20153,3147672,2,3,1,200,D,7,D,68,E
20153,3147742,1,3,1,200,D,6,D,20,E
20153,3147922,2,0,1,200,D,7,D,24,F
20153,3147922,5,0,2,200,D,5,D,30,D
20153,3148082,6,3,1,200,D,6,D,22,E
20153,3148112,1,0,1,200,D,6,D,10,D
20153,3148152,1,2,1,200,D,7,D,50,E
20153,3148152,2,2,1,200,D,7,D,13,E
20153,3148302,1,0,1,200,D,7,D,54,D
20153,3148392,3,0,1,200,D,6,D,.,H
20153,3148392,3,100,1,200,D,6,D,16,E
20153,3148392,3,400,1,200,D,6,D,14,E
20153,3148552,6,0,1,200,D,7,D,16,D
20153,3148692,1,1,1,200,D,5,D,15,E
20153,3148982,18,1,1,200,D,6,D,150,E
20153,3149002,7,0,1,200,D,6,D,110,D
20153,3149032,4,0,1,200,D,7,D,92,D
20153,3149172,1,0,2,200,D,5,D,60,D
20153,3149272,1,0,1,200,D,7,D,21,D
20153,3149422,5,103,1,200,D,7,D,22,E
20153,3149422,5,204,1,200,D,7,D,12,E
20153,3149542,4,0,1,200,D,7,D,10,F
20153,3149582,1,0,1,200,D,6,D,249,D
20153,3149642,5,0,1,200,D,7,D,70,D
20153,3149652,5,0,1,200,D,7,D,57,D
20153,3150082,8,2,1,200,D,7,D,30,E
20153,3150222,3,302,1,200,D,5,D,5,E
20153,3150222,4,302,1,200,D,6,D,7,E
20153,3150222,5,302,1,200,D,7,D,5,E
20153,3150262,6,0,1,200,D,7,D,36,D
20153,3150282,2,2,1,200,D,7,D,57,E
20153,3150304,1,105,1,200,D,7,D,12,E
20153,3150304,1,206,1,200,D,7,D,50,E
20153,3150362,1,5,1,200,D,6,D,20,E
20153,3150372,6,0,1,200,D,6,D,40,D
20153,3150402,6,0,1,200,D,7,D,11,D
20153,3150442,2,0,1,200,D,6,D,50,D
20153,3150612,12,0,1,200,D,7,D,32,D
20153,3150772,1,2,1,200,D,6,D,167,E
20153,3151062,5,0,2,200,D,5,D,24,D
20153,3151092,4,2,1,200,D,6,D,33,E
20153,3151182,2,6,1,200,D,6,D,64,E
20153,3151182,3,6,1,200,D,6,D,96,E
20153,3151502,9,0,2,200,D,5,D,100,D
20153,3151692,7,1,1,200,D,6,D,47,E
20153,3151932,3,102,1,200,D,7,D,17,E
20153,3151932,3,202,1,200,D,7,D,17,E
20153,3151992,1,3,1,200,D,6,D,40,E
20153,3152012,3,1,1,200,D,5,D,128,E
20153,3152042,5,0,1,200,D,7,D,62,D
20153,3152132,1,4,1,200,D,7,D,30,E
20153,3152382,3,0,1,200,D,6,D,80,D
20153,3152382,7,0,2,200,D,5,D,120,D
20153,3152392,5,0,1,200,D,6,D,.,H
20153,3152392,5,100,1,200,D,6,D,31,E
20153,3152392,5,200,1,200,D,6,D,16,E
20153,3152392,5,400,1,200,D,6,D,13,E
20153,3152662,4,102,1,200,D,7,D,16,E
20153,3152662,4,203,1,200,D,7,D,41,E
20153,3163322,4,204,1,200,D,8,D,45,E
20153,3163322,4,303,1,200,D,8,D,123,E
20153,3163582,3,0,1,200,D,7,D,100,D
20153,3163752,9,0,1,200,D,7,D,100,D
20153,3163772,3,0,1,200,D,6,D,25,D
20153,3163892,2,102,1,200,D,8,D,17,E
20153,3163892,2,203,1,200,D,8,D,32,E
20153,3163922,3,0,1,200,D,6,D,30,D
20153,3164092,5,0,1,200,D,8,D,20,D
20153,3164162,2,0,2,200,D,6,D,25,D
20153,3164312,3,0,1,200,D,8,D,.,H
20153,3164312,3,200,1,200,D,8,D,20,E
20153,3164312,3,300,1,200,D,8,D,18,E
20153,3164312,3,400,1,200,D,8,D,16,E
20153,3164432,5,102,1,200,D,6,D,8,E
20153,3164432,5,202,1,200,D,6,D,38,E
20153,3164432,5,402,1,200,D,6,D,10,E
20153,3164432,6,102,1,200,D,7,D,6,E
20153,3164432,6,202,1,200,D,7,D,41,E
20153,3164432,6,402,1,200,D,7,D,10,E
20153,3164432,7,102,1,200,D,8,D,8,E
20153,3164432,7,202,1,200,D,8,D,38,E
20153,3164432,7,402,1,200,D,8,D,10,E
20153,3164532,4,2,1,200,D,8,D,14,E
20153,3164532,5,0,1,200,D,8,D,165,D
20153,3164562,2,0,1,200,D,8,D,4,D
20153,3164612,1,0,2,200,D,6,D,30,D
20153,3164632,2,0,1,200,D,7,D,23,D
20153,3164702,7,0,2,200,D,6,D,.,H
20153,3164702,7,200,2,200,D,6,D,23,E
20153,3164702,7,400,2,200,D,6,D,37,E
20153,3164932,9,0,1,200,D,6,D,139,D
20153,3164932,10,0,1,200,D,8,D,51,D
20153,3165302,1,0,1,200,D,7,D,.,H
20153,3165302,1,100,1,200,D,7,D,42,E
20153,3165302,1,200,1,200,D,7,D,43,E
20153,3165392,1,5,1,200,D,7,D,38,E
20153,3165402,5,0,1,200,D,8,D,15,D
20153,3165462,5,3,1,200,D,7,D,49,E
20153,3165662,1,0,1,200,D,7,D,100,D
20153,3165742,6,1,1,200,D,8,D,252,E
20153,3165752,2,0,1,200,D,8,D,100,D
20153,3165762,5,0,1,200,D,7,D,50,D
20153,3165852,2,1,1,200,D,7,D,91,E
20153,3166502,5,0,1,200,D,6,D,161,D
20153,3166562,3,102,1,200,D,8,D,11,E
20153,3166562,3,202,1,200,D,8,D,19,E
20153,3166812,2,0,1,200,D,6,D,13,D
20153,3166822,3,0,1,200,D,7,D,24,D
20153,3166892,2,103,1,200,D,6,D,18,E
20153,3166892,2,203,1,200,D,6,D,15,E
20153,3167122,7,0,1,200,D,6,D,63,D
20153,3167122,8,0,1,200,D,8,D,42,D
20153,3167142,3,2,1,200,D,8,D,109,E
20153,3167142,4,2,1,200,D,8,D,16,E
20153,3167162,1,102,1,200,D,6,D,7,E
20153,3167162,1,202,1,200,D,6,D,28,E
20153,3167162,2,102,1,200,D,7,D,7,E
20153,3167162,2,202,1,200,D,7,D,28,E
20153,3167162,3,102,1,200,D,8,D,5,E
20153,3167162,3,202,1,200,D,8,D,26,E
20153,3167182,7,0,1,200,D,7,D,21,D
20153,3167182,8,0,1,200,D,7,D,21,D
20153,3167182,9,0,1,200,D,6,D,15,D
20153,3167222,1,203,1,200,D,8,D,32,E
20153,3167452,1,0,1,200,D,8,D,.,H
20153,3167452,1,100,1,200,D,8,D,27,E
20153,3167452,1,200,1,200,D,8,D,27,E
20153,3167832,10,102,2,200,D,6,D,3,E
20153,3167832,10,204,2,200,D,6,D,4,E
20153,3167904,4,102,1,200,D,7,D,9,E
20153,3167904,4,203,1,200,D,7,D,8,E
20153,3167904,4,403,1,200,D,7,D,3,E
20153,3168152,17,0,1,200,D,6,D,53,D
20153,3168152,18,0,1,200,D,8,D,106,D
20153,3168152,24,1,1,200,D,8,D,3,E
20153,3168292,3,1,1,200,D,8,D,14,E
20153,3168382,5,102,1,200,D,8,D,15,E
20153,3168382,5,203,1,200,D,8,D,24,E
20153,3168602,1,0,1,200,D,8,D,10,D
20153,3168762,14,0,1,200,D,6,D,.,H
20153,3168762,14,200,1,200,D,6,D,82,E
20153,3168762,14,400,1,200,D,6,D,68,E
20153,3168882,2,0,1,200,D,8,D,32,D
20153,3169082,9,302,1,200,D,6,D,4,E
20153,3169082,11,103,1,200,D,8,D,23,E
20153,3169082,11,202,1,200,D,8,D,38,E
20153,3169232,4,4,1,200,D,6,D,29,E
20153,3169232,5,4,1,200,D,7,D,29,E
20153,3169232,6,4,1,200,D,8,D,29,E
20153,3169262,1,102,1,200,D,8,D,14,E
20153,3169262,1,202,1,200,D,8,D,31,E
20153,3169262,1,302,1,200,D,8,D,3,E
20153,3169262,1,402,1,200,D,8,D,6,E
20153,3169862,6,3,2,200,D,6,D,54,E
20153,3170162,5,0,1,200,D,8,D,65,D
20153,3170502,5,0,1,200,D,8,D,165,D
20153,3170692,2,0,1,200,D,8,D,52,D
20153,3170732,1,3,1,200,D,6,D,18,E
20153,3170742,5,203,1,200,D,7,D,3,E
20153,3170742,5,403,1,200,D,7,D,1,E
20153,3171132,4,0,1,200,D,7,D,212,D
20153,3171162,3,102,1,200,D,8,D,14,E
20153,3171162,3,202,1,200,D,8,D,42,E
20153,3171292,5,0,1,200,D,8,D,112,D
20153,3171372,3,1,1,200,D,8,D,32,E
20153,3171382,6,0,1,200,D,7,D,35,D
20153,3171542,9,0,1,200,D,8,D,30,D
20153,3171632,1,3,1,200,D,6,D,38,G
20153,3171742,2,0,1,200,D,8,D,20,D
20153,3171982,3,7,1,200,D,6,D,32,E
20153,3171992,20,0,1,200,D,8,D,11,D
20153,3172052,3,0,1,200,D,7,D,30,D
20153,3172172,9,1,1,200,D,8,D,29,E
20153,3172202,7,0,1,200,D,7,D,225,D
20153,3172202,8,0,1,200,D,7,D,105,D
20153,3172202,12,0,2,200,D,6,D,120,D
20153,3172482,2,0,1,200,D,8,D,.,H
20153,3172482,2,300,1,200,D,8,D,20,E
20153,3172482,2,400,1,200,D,8,D,40,E
20153,3172492,1,302,1,200,D,7,D,21,E
20153,3172492,1,402,1,200,D,7,D,10,E
20153,3172492,4,103,1,200,D,6,D,2,E
20153,3172492,4,201,1,200,D,6,D,15,E
20153,3172492,4,301,1,200,D,6,D,4,E
20153,3172492,4,401,1,200,D,6,D,11,E
20153,3172682,1,0,1,200,D,7,D,35,D
20153,3172792,2,103,1,200,D,8,D,5,E
20153,3172852,3,102,1,200,D,6,D,21,E
20153,3172852,3,202,1,200,D,6,D,101,E
20153,3172852,3,301,1,200,D,6,D,31,E
20153,3172982,5,0,1,200,D,8,D,36,D
20153,3173332,9,0,1,200,D,7,D,10,D
20153,3173332,10,0,1,200,D,7,D,9,D
20153,3173332,11,0,1,200,D,7,D,17,D
20153,3173332,12,0,1,200,D,7,D,13,D
20153,3173422,12,0,1,200,D,7,D,55,D
20153,3173432,4,0,1,200,D,7,D,100,D
20153,3173602,1,4,1,200,D,8,D,20,E
20153,3173752,7,2,1,200,D,6,D,27,E
20153,3173752,9,202,1,200,D,8,D,14,E
20153,3173752,9,402,1,200,D,8,D,5,E
20153,3173802,1,2,1,200,D,7,D,45,E
20153,3173832,1,4,1,200,D,7,D,15,E
20153,3173872,13,0,1,200,D,6,D,70,D
20153,3173952,3,202,1,200,D,7,D,16,E
20153,3174082,5,2,1,200,D,7,D,15,E
20153,3184641,1,1,1,200,D,5,D,37,E
20153,3184681,1,102,1,200,D,6,D,22,E
20153,3184681,1,202,1,200,D,6,D,16,E
20153,3184681,2,102,1,200,D,5,D,11,E
20153,3184681,2,202,1,200,D,5,D,7,E
20153,3184691,1,2,1,200,D,5,D,44,E
20153,3184721,2,0,1,200,D,6,D,50,D
20153,3184781,2,0,1,200,D,6,D,25,D
20153,3184811,2,1,1,200,D,5,D,76,E
20153,3184931,2,0,1,200,D,6,D,200,D
20153,3185091,1,2,1,200,D,5,D,16,E
20153,3185091,2,3,1,200,D,5,D,28,E
20153,3185091,3,2,1,200,D,5,D,36,E
20153,3185091,4,2,1,200,D,5,D,30,E
20153,3185351,8,0,1,200,D,6,D,7,D
20153,3185391,1,0,1,200,D,6,D,.,H
20153,3185391,1,100,1,200,D,6,D,60,E
20153,3185391,1,200,1,200,D,6,D,60,E
20153,3185391,3,1,1,200,D,4,D,6,E
20153,3185391,4,1,1,200,D,5,D,6,E
20153,3185391,5,1,1,200,D,6,D,6,E
20153,3185421,7,0,1,200,D,6,D,5,D
20153,3185501,3,0,1,200,D,6,D,20,D
20153,3185561,5,3,1,200,D,5,D,26,E
20153,3185621,4,0,1,200,D,6,D,150,D
20153,3185681,3,1,1,200,D,6,D,96,E
20153,3185731,8,0,1,200,D,4,D,11,D
20153,3185761,1,1,1,200,D,6,D,59,E
20153,3185761,2,0,1,200,D,5,D,20,D
20153,3185841,1,2,1,200,D,4,D,4,E
20153,3185924,3,3,1,200,D,5,D,145,E
20153,3185971,3,0,1,200,D,6,D,125,D
20153,3186091,4,7,1,200,D,4,D,102,E
20153,3186111,1,2,1,200,D,5,D,122,E
20153,3186231,3,0,1,200,D,6,D,120,F
20153,3186441,2,0,1,200,D,6,D,30,D
20153,3186501,1,0,1,200,D,6,D,15,D
20153,3186581,6,0,1,200,D,5,D,11,D
20153,3186591,4,0,1,200,D,6,D,100,D
20153,3186641,6,0,1,200,D,4,D,80,D
20153,3186911,3,1,1,200,D,6,D,200,E
20153,3186951,6,0,1,200,D,4,D,40,D
20153,3187001,5,4,1,200,D,5,D,153,E
20153,3187001,6,5,1,200,D,5,D,13,E
20153,3187001,7,3,1,200,D,5,D,56,E
20153,3187081,1,203,1,200,D,6,D,34,E
20153,3187521,7,102,1,200,D,4,D,7,E
20153,3187521,7,202,1,200,D,4,D,8,E
20153,3187521,7,302,1,200,D,4,D,5,E
20153,3187521,8,102,1,200,D,5,D,6,E
20153,3187521,8,202,1,200,D,5,D,6,E
20153,3187521,8,302,1,200,D,5,D,4,E
20153,3187521,9,102,1,200,D,6,D,7,E
20153,3187521,9,202,1,200,D,6,D,8,E
20153,3187521,9,302,1,200,D,6,D,6,E
20153,3187531,2,0,1,200,D,6,D,113,D
20153,3187811,1,0,1,200,D,6,D,200,D
20153,3187901,4,0,1,200,D,5,D,43,D
20153,3187971,2,0,1,200,D,6,D,12,D
20153,3188001,9,1,1,200,D,5,D,12,E
20153,3188071,2,2,1,200,D,6,D,27,E
20153,3188361,2,0,1,200,D,6,D,30,D
20153,3188371,1,0,1,200,D,6,D,3,D
20153,3188611,11,202,1,200,D,4,D,17,E
20153,3188791,5,0,1,200,D,5,D,25,D
20153,3189041,1,0,1,200,D,5,D,13,D
20153,3189271,2,2,1,200,D,6,D,34,E
20153,3189341,1,0,1,200,D,5,D,24,D
20153,3189371,2,3,1,200,D,5,D,14,E
20153,3189391,4,4,1,200,D,5,D,120,E
20153,3189561,2,105,1,200,D,6,D,20,E
20153,3189561,2,206,1,200,D,6,D,51,E
20153,3189691,5,3,1,200,D,4,D,179,E
20153,3189755,1,0,1,200,D,6,D,10,F
20153,3189771,1,4,1,200,D,4,D,11,E
20153,3189771,2,4,1,200,D,5,D,8,E
20153,3189771,3,4,1,200,D,6,D,11,E
20153,3189805,10,0,1,200,D,6,D,11,D
20153,3189805,11,0,1,200,D,6,D,27,D
20153,3189871,1,0,1,200,D,6,D,30,D
20153,3190101,3,1,1,200,D,6,D,45,E
20153,3190121,5,0,1,200,D,5,D,20,D
20153,3190121,6,0,1,200,D,6,D,20,D
20153,3190161,10,1,1,200,D,5,D,21,E
20153,3190161,11,1,1,200,D,6,D,21,E
20153,3190385,6,0,1,200,D,6,D,30,D
20153,3190411,3,0,1,200,D,5,D,25,D
20153,3190441,3,0,1,200,D,5,D,40,D
20153,3190581,2,4,1,200,D,6,D,54,E
20153,3190591,6,0,1,200,D,5,D,.,H
20153,3190591,6,200,1,200,D,5,D,82,E
20153,3190591,6,400,1,200,D,5,D,68,E
20153,3190711,8,0,1,200,D,6,D,60,D
20153,3190971,1,0,1,200,D,6,D,6,D
20153,3191041,10,0,1,200,D,5,D,100,D
20153,3191171,1,0,1,200,D,5,D,60,D
20153,3191391,6,0,1,200,D,5,D,27,D
20153,3191411,1,1,1,200,D,4,D,10,E
20153,3191641,6,0,1,200,D,6,D,.,H
20153,3191641,6,100,1,200,D,6,D,19,E
20153,3191641,6,200,1,200,D,6,D,19,E
20153,3191641,6,500,1,200,D,6,D,16,E
20153,3191651,3,1,1,200,D,5,D,13,E
20153,3191651,4,3,1,200,D,6,D,14,E
20153,3191671,7,0,1,200,D,4,D,16,D
20153,3191671,8,0,1,200,D,6,D,32,D
20153,3191761,3,0,1,200,D,6,D,119,D
20153,3192291,4,0,1,200,D,6,D,6,D
20153,3192591,2,0,1,200,D,6,D,30,D
20153,3192615,3,0,1,200,D,6,D,106,D
20153,3192791,3,0,1,200,D,6,D,43,D
20153,3192821,4,0,1,200,D,6,D,40,D
20153,3192821,5,0,1,200,D,6,D,40,D
20153,3192821,7,1,1,200,D,5,D,18,E
20153,3193071,1,1,1,200,D,6,D,38,E
20153,3193234,4,0,1,200,D,6,D,.,H
20153,3193234,4,100,1,200,D,6,D,30,E
20153,3193234,4,200,1,200,D,6,D,30,E
20153,3193421,1,402,1,200,D,6,D,5,E
20153,3193561,12,202,1,200,D,5,D,16,E
20153,3193561,12,302,1,200,D,5,D,39,E
20153,3193671,10,0,1,200,D,5,D,21,D
20153,3193701,10,3,1,200,D,5,D,74,E
20153,3193745,1,3,1,200,D,4,D,57,G
20153,3193745,2,4,1,200,D,6,D,86,G
20153,3193811,6,0,1,200,D,6,D,30,D
20153,3193831,2,204,1,200,D,6,D,26,E
20153,3194041,2,0,1,200,D,5,D,60,D
20153,3194101,5,0,1,200,D,5,D,43,D
20153,3194215,1,3,1,200,D,5,D,29,E
20153,3194361,6,0,1,200,D,5,D,10,D
20153,3194814,3,0,1,200,D,6,D,25,D
20153,3194961,2,0,1,200,D,6,D,.,H
20153,3194961,2,100,1,200,D,6,D,20,E
20153,3194961,2,200,1,200,D,6,D,20,E
20153,3194981,4,102,1,200,D,5,D,33,E
20153,3194981,4,202,1,200,D,5,D,30,E
20153,3195031,6,102,1,200,D,5,D,34,E
20153,3195031,6,203,1,200,D,5,D,60,E
20153,3195031,6,503,1,200,D,5,D,64,E
20153,3195201,5,2,1,200,D,4,D,38,E
20153,3195441,8,0,1,200,D,5,D,60,D
20153,3195521,1,0,1,200,D,4,D,5,D
20153,3206671,2,102,1,200,D,6,D,33,E
20153,3206671,2,204,1,200,D,6,D,16,E
20153,3206681,3,3,1,200,D,5,D,34,E
20153,3206801,6,0,1,200,D,6,D,161,D
20153,3206831,2,0,1,200,D,7,D,.,H
20153,3206831,2,200,1,200,D,7,D,82,E
20153,3206831,2,400,1,200,D,7,D,68,E
20153,3206931,3,0,1,200,D,6,D,10,D
20153,3207121,2,102,1,200,D,5,D,2,E
20153,3207121,2,202,1,200,D,5,D,14,E
20153,3207261,4,0,1,200,D,7,D,100,D
20153,3207491,3,402,1,200,D,7,D,20,E
20153,3207491,3,501,1,200,D,7,D,11,E
20153,3207591,2,3,1,200,D,5,D,10,E
20153,3207591,3,0,1,200,D,6,D,27,D
20153,3208551,5,0,1,200,D,7,D,.,H
20153,3208551,5,100,1,200,D,7,D,27,E
20153,3208551,5,200,1,200,D,7,D,27,E
20153,3208701,4,1,1,200,D,6,D,23,E
20153,3208841,3,0,1,200,D,6,D,13,D
20153,3208841,4,0,1,200,D,6,D,15,D
20153,3208941,1,2,1,200,D,6,D,44,E
20153,3209041,9,0,1,200,D,6,D,200,D
20153,3209091,3,0,1,200,D,5,D,8,F
20153,3209121,1,3,1,200,D,7,D,22,E
20153,3209171,3,3,1,200,D,5,D,14,E
20153,3209231,5,0,1,200,D,6,D,.,H
20153,3209231,5,300,1,200,D,6,D,19,E
20153,3209231,5,400,1,200,D,6,D,27,E
20153,3209523,7,3,1,200,D,5,D,21,E
20153,3209523,8,2,1,200,D,6,D,36,E
20153,3209523,9,2,1,200,D,7,D,36,E
20153,3209531,1,203,1,200,D,6,D,32,E
20153,3209531,1,404,1,200,D,6,D,19,E
20153,3209591,12,0,1,200,D,5,D,15,D
20153,3209591,17,1,1,200,D,6,D,9,E
20153,3209591,18,1,1,200,D,7,D,22,E
20153,3209711,5,0,1,200,D,7,D,53,D
20153,3209721,17,0,1,200,D,7,D,20,D
20153,3209721,18,0,1,200,D,7,D,20,D
20153,3209721,19,0,1,200,D,7,D,10,D
20153,3209721,20,0,1,200,D,7,D,10,D
20153,3209761,2,2,1,200,D,5,D,48,E
20153,3209761,3,204,1,200,D,5,D,41,E
20153,3209761,3,404,1,200,D,5,D,7,E
20153,3209851,9,0,1,200,D,7,D,35,D
20153,3210341,1,0,1,200,D,6,D,40,D
20153,3210341,2,0,1,200,D,5,D,38,D
20153,3210341,3,0,1,200,D,6,D,18,D
20153,3210501,3,0,1,200,D,5,D,99,D
20153,3210611,3,2,1,200,D,6,D,44,E
20153,3210631,2,101,1,200,D,5,D,26,E
20153,3210631,2,201,1,200,D,5,D,25,E
20153,3210631,2,301,1,200,D,5,D,56,E
20153,3210731,1,0,1,200,D,7,D,10,D
20153,3210901,1,4,1,200,D,5,D,18,E
20153,3210991,7,0,1,200,D,7,D,35,D
20153,3211031,1,2,1,200,D,7,D,16,E
20153,3211291,2,3,1,200,D,7,D,103,E
20153,3211351,2,3,1,200,D,6,D,37,E
20153,3211551,5,0,1,200,D,7,D,.,H
20153,3211551,5,400,1,200,D,7,D,8,E
20153,3211551,5,500,1,200,D,7,D,7,E
20153,3211871,2,102,1,200,D,6,D,59,E
20153,3211871,2,203,1,200,D,6,D,107,E
20153,3211901,6,0,1,200,D,6,D,20,D
20153,3211911,2,2,1,200,D,6,D,14,E
20153,3212171,3,0,1,200,D,6,D,15,D
20153,3212171,4,0,1,200,D,6,D,15,D
20153,3212271,5,0,1,200,D,6,D,50,D
20153,3212481,4,0,1,200,D,5,D,5,D
20153,3212481,12,0,1,200,D,5,D,158,D
20153,3212481,16,0,1,200,D,5,D,121,D
20153,3212581,6,0,1,200,D,6,D,116,F
20153,3213091,4,0,1,200,D,7,D,16,D
20153,3213271,13,0,1,200,D,6,D,.,H
20153,3213271,13,100,1,200,D,6,D,27,E
20153,3213271,13,200,1,200,D,6,D,28,E
20153,3213271,14,0,1,200,D,5,D,116,D
20153,3213291,2,3,1,200,D,6,D,6,E
20153,3213291,3,1,1,200,D,6,D,110,E
20153,3213841,5,0,1,200,D,5,D,64,D
20153,3213881,14,0,1,200,D,7,D,103,D
20153,3214001,5,2,1,200,D,6,D,71,E
20153,3214061,3,3,1,200,D,5,D,47,E
20153,3214061,4,2,1,200,D,5,D,70,E
20153,3214061,5,2,1,200,D,5,D,18,E
20153,3214061,6,2,1,200,D,5,D,34,E
20153,3214111,11,0,1,200,D,6,D,85,D
20153,3214161,3,0,1,200,D,5,D,25,D
20153,3214161,4,0,1,200,D,6,D,10,D
20153,3214371,4,0,1,200,D,6,D,21,D
20153,3214721,2,3,1,200,D,7,D,36,E
20153,3214761,1,3,1,200,D,6,D,45,E
20153,3215001,2,0,1,200,D,5,D,.,H
20153,3215001,2,100,1,200,D,5,D,40,E
20153,3215001,2,200,1,200,D,5,D,20,E
20153,3215301,5,3,1,200,D,7,D,26,E
20153,3215411,16,2,1,200,D,5,D,93,E
20153,3215461,4,3,1,200,D,7,D,65,E
20153,3215521,5,0,1,200,D,7,D,53,D
20153,3215671,9,0,1,200,D,7,D,107,D
20153,3215685,6,0,1,200,D,7,D,15,D
20153,3215811,12,0,1,200,D,5,D,25,D
20153,3215811,13,0,1,200,D,5,D,10,D
20153,3215831,3,2,1,200,D,5,D,25,E
20153,3215831,4,2,1,200,D,6,D,25,E
20153,3215831,5,2,1,200,D,7,D,83,E
20153,3215961,14,0,1,200,D,7,D,15,D
20153,3215961,15,0,1,200,D,7,D,7,D
20153,3216021,2,2,1,200,D,7,D,11,E
20153,3216061,1,402,1,200,D,7,D,56,E
20153,3216171,4,0,1,200,D,7,D,400,D
20153,3216191,5,0,1,200,D,7,D,.,H
20153,3216191,5,300,1,200,D,7,D,10,E
20153,3216191,5,400,1,200,D,7,D,10,E
20153,3216221,3,0,1,200,D,7,D,13,D
20153,3216271,2,0,1,200,D,7,D,5,D
20153,3216431,1,0,1,200,D,7,D,60,D
20153,3216451,5,0,1,200,D,7,D,50,D
20153,3216451,6,0,1,200,D,7,D,50,D
20153,3216601,4,3,1,200,D,6,D,184,E
20153,3227141,6,0,1,200,D,8,D,50,D
20153,3227151,4,4,1,200,D,8,D,15,E
20153,3227251,3,1,1,200,D,7,D,28,E
20153,3227251,8,1,1,200,D,8,D,190,E
20153,3227301,1,1,1,200,D,6,D,46,E
20153,3227631,3,2,1,200,D,8,D,48,E
20153,3227875,9,0,1,200,D,7,D,8,D
20153,3227941,6,1,1,200,D,7,D,15,E
20153,3227941,7,1,1,200,D,7,D,70,E
20153,3228085,1,0,1,200,D,8,D,40,D
20153,3228251,1,3,1,200,D,7,D,28,E
20153,3228261,3,0,1,200,D,8,D,60,D
20153,3228281,3,0,1,200,D,8,D,20,D
20153,3228281,4,0,1,200,D,8,D,20,D
20153,3228365,6,1,1,200,D,7,D,9,E
20153,3228371,1,3,1,200,D,6,D,9,E
20153,3228421,12,0,1,200,D,6,D,.,H
20153,3228421,12,200,1,200,D,6,D,18,E
